loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
18063, 36 months,21.55,685.64,E,E4,Teacher,10+ years,RENT,57764,Verified,Jan-2015,Charged Off,debt_consolidation,Debt consolidation,19.93,May-2006,17,0,9353,14.0,32,w,Individual,0.0,0.0,"8705 Maple Dr
Memphis, FL 41455"
2993, 36 months,15.53,104.53,C,C3,Registered Nurse,10+ years,MORTGAGE,197834,Verified,Jun-2015,Fully Paid,credit_card,,7.23,Oct-2007,8,0,1154,19.0,24,w,Individual,0.0,0.0,"8050 River Rd
Charlotte, OH 71805"
7484, 36 months,14.57,257.86,C,C4,Data Analyst,10+ years,RENT,39362,Verified,Dec-2020,Fully Paid,debt_consolidation,Debt consolidation,7.69,Oct-2001,6,0,2181,35.8,18,w,Individual,3.0,0.0,"7212 Lake Rd
Denver, AL 73721"
35507, 36 months,16.66,1259.92,D,D1,Financial Analyst,< 1 year,MORTGAGE,37219,Verified,Mar-2017,Charged Off,debt_consolidation,Debt consolidation,21.46,Jun-1991,14,0,3986,50.5,24,w,Individual,11.0,0.0,"896 Oak Ave
Memphis, CT 33817"
9423, 60 months,21.76,258.97,E,E5,Electrician,10+ years,RENT,67271,Verified,Mar-2019,Fully Paid,credit_card,Credit card refinancing,17.9,Jan-2007,7,1,22820,40.8,24,w,Individual,0.0,0.0,"164 Elm St
Nashville, NV 69891"
6605, 36 months,18.02,238.85,D,D2,Vice President,3 years,RENT,61148,Source Verified,Feb-2015,Fully Paid,car,Car financing,11.84,Aug-2006,14,1,4402,3.3,25,w,Joint App,1.0,0.0,"8201 Oak Ave
Washington, LA 13692"
11863, 60 months,8.52,243.5,A,A2,Engineer,5 years,MORTGAGE,36100,Verified,Aug-2018,Fully Paid,car,Car financing,29.5,Apr-1987,13,0,7202,45.6,28,w,Individual,3.0,1.0,"1052 River Rd
Austin, OK 30762"
40000, 36 months,20.62,1499.21,E,E1,Coordinator,10+ years,RENT,101105,Verified,Dec-2020,Charged Off,other,Other,26.07,Jan-1980,10,1,3556,42.5,31,w,Individual,2.0,0.0,"2184 Main St
San Antonio, MO 81395"
4451, 36 months,13.11,150.21,C,C5,Consultant,5 years,RENT,60471,Verified,Feb-2017,Fully Paid,credit_card,Credit card refinancing,19.22,Sep-1998,11,0,4311,25.8,18,w,Individual,4.0,0.0,"7541 Elm St
Houston, NV 87922"
7109, 36 months,14.29,243.97,C,C5,Coordinator,9 years,MORTGAGE,62454,Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,8.78,May-2006,8,0,19682,76.4,24,w,Individual,5.0,0.0,"2207 Oak Ave
Portland, OK 65289"
32809, 36 months,20.97,1235.58,E,E4,Data Analyst,4 years,RENT,59715,Not Verified,Jan-2015,Charged Off,credit_card,Credit card refinancing,30.04,May-1996,8,0,24612,77.5,18,w,Individual,2.0,1.0,"6085 Oak Ave
Denver, NY 95217"
40000, 60 months,9.74,844.77,B,B3,Police Officer,5 years,MORTGAGE,30335,Source Verified,Oct-2017,Fully Paid,wedding,Wedding,7.0,Mar-1998,5,0,22625,19.1,13,w,Individual,0.0,0.0,"4589 Maple Dr
Boston, KY 59572"
12555, 60 months,9.72,265.03,B,B4,Cashier,8 years,RENT,35202,Source Verified,Jul-2017,Fully Paid,medical,Medical expenses,9.95,Sep-1991,11,0,114019,43.4,23,w,Individual,0.0,0.0,"6370 Elm St
Memphis, MI 63721"
6352, 60 months,15.93,154.23,C,C2,Supervisor,10+ years,OWN,21410,Not Verified,Nov-2018,Charged Off,credit_card,Credit card refinancing,23.68,Jun-1992,9,0,25658,11.9,25,f,Individual,9.0,0.0,"4534 Pine St
El Paso, PA 10614"
40000, 36 months,17.46,1435.28,D,D5,Project Manager,4 years,RENT,125530,Verified,Jul-2018,Charged Off,medical,Medical expenses,8.39,Mar-1987,10,0,21401,23.2,19,w,Individual,2.0,2.0,"2565 Main St
Houston, WA 54972"
34775, 60 months,12.28,778.48,B,B3,Project Manager,3 years,OWN,59940,Verified,Jun-2016,Charged Off,other,Other,30.57,Apr-2008,7,1,2651,12.6,16,w,Individual,2.0,0.0,"5614 Pine St
Columbus, OH 42685"
20077, 60 months,17.28,501.99,C,C4,General Manager,< 1 year,RENT,114302,Source Verified,Feb-2016,Fully Paid,credit_card,Credit card refinancing,39.14,May-1989,11,0,6245,26.9,21,w,Individual,1.0,0.0,"3963 River Rd
San Antonio, MN 48664"
8205, 36 months,10.27,265.79,B,B3,Technician,3 years,RENT,44683,Verified,Apr-2019,Fully Paid,credit_card,Credit card refinancing,21.9,Oct-2003,12,0,16421,29.1,17,f,Individual,2.0,0.0,"5880 Main St
San Francisco, IL 33211"
12972, 60 months,13.05,295.48,C,C2,Cashier,,MORTGAGE,126282,Source Verified,Aug-2020,Charged Off,credit_card,Credit card refinancing,11.8,Mar-1994,5,0,24650,18.4,16,w,Individual,3.0,1.0,"4817 Park Rd
Boston, IL 78319"
12134, 36 months,16.09,427.13,D,D3,Operations Manager,,MORTGAGE,20932,Not Verified,Jun-2018,Fully Paid,debt_consolidation,Debt consolidation,9.17,Feb-1989,17,1,42433,63.4,29,w,Individual,4.0,0.0,"6379 Elm St
Austin, GA 20775"
16293, 36 months,12.24,543.03,B,B5,Coordinator,8 years,MORTGAGE,112626,Source Verified,Nov-2016,Fully Paid,debt_consolidation,Debt consolidation,8.29,Apr-2003,10,0,5457,70.0,17,w,Individual,1.0,0.0,"8922 Oak Ave
Dallas, CA 59507"
31907, 36 months,17.42,1144.25,D,D3,Marketing Manager,2 years,RENT,56913,Verified,Sep-2015,Fully Paid,debt_consolidation,Debt consolidation,18.83,Aug-2005,11,0,34241,32.1,21,f,Joint App,0.0,0.0,"3950 Main St
Nashville, IN 43408"
22644, 60 months,17.78,572.3,D,D3,Consultant,7 years,RENT,24328,Not Verified,Jul-2015,Charged Off,medical,Medical expenses,17.22,Jun-1981,15,0,7490,47.1,29,w,Individual,3.0,0.0,"5242 Maple Dr
Louisville, WI 43610"
6999, 36 months,10.1,226.17,B,B4,Consultant,2 years,RENT,12000,Source Verified,May-2018,Fully Paid,home_improvement,Home improvement,18.01,Jan-2002,9,0,22981,53.2,21,w,Joint App,0.0,0.0,"8735 Cedar Ln
Chicago, MN 19003"
30512, 36 months,10.48,991.43,B,B3,Coordinator,10+ years,OWN,82959,Not Verified,Apr-2018,Charged Off,credit_card,Credit card refinancing,30.87,Apr-2011,11,0,1067,29.8,21,w,Individual,0.0,1.0,"4583 Elm St
Los Angeles, IL 99516"
16121, 36 months,11.07,528.32,A,A3,Analyst,4 years,MORTGAGE,113924,Verified,Feb-2020,Fully Paid,debt_consolidation,Debt consolidation,23.4,Feb-2003,15,1,71104,16.2,30,f,Individual,,0.0,"4738 Hill Ave
San Jose, OH 64029"
20175, 36 months,16.69,716.18,D,D2,Technician,1 year,MORTGAGE,62335,Source Verified,Nov-2020,Fully Paid,debt_consolidation,Debt consolidation,18.85,Feb-1996,18,1,27552,61.0,27,w,Individual,2.0,0.0,"5777 Main St
Indianapolis, NC 20032"
32206, 36 months,7.59,1003.14,B,B3,,10+ years,RENT,88612,Verified,Nov-2020,Fully Paid,debt_consolidation,Debt consolidation,17.17,Jun-1988,11,4,5648,38.7,25,w,Individual,0.0,0.0,"6146 Main St
Portland, AL 14582"
6857, 36 months,10.54,223.0,B,B4,,5 years,MORTGAGE,80030,Verified,Oct-2018,Fully Paid,credit_card,Credit card refinancing,10.39,Jan-1985,11,0,21341,43.5,21,f,Individual,1.0,0.0,"9934 Park Rd
Boston, OK 23741"
13075, 36 months,9.83,420.85,B,B4,Director,10+ years,MORTGAGE,62073,Source Verified,Nov-2019,Fully Paid,home_improvement,Home improvement,20.56,Mar-2005,8,0,24681,41.8,16,w,Individual,2.0,,"4142 Elm St
San Francisco, NY 91717"
9712, 60 months,15.16,231.86,C,C5,Data Analyst,4 years,RENT,111692,Verified,Jul-2016,Fully Paid,credit_card,Credit card refinancing,18.31,Oct-1986,11,2,68716,65.1,21,w,Individual,1.0,1.0,"9672 River Rd
Washington, KY 70532"
5214, 60 months,17.63,131.35,D,D2,Director,7 years,RENT,22917,Verified,Nov-2018,Fully Paid,credit_card,Credit card refinancing,26.8,Mar-1988,8,1,6723,22.4,19,f,Individual,1.0,0.0,"7728 Main St
Phoenix, NC 52379"
16449, 60 months,19.34,429.78,D,D1,RN,6 years,MORTGAGE,63831,Verified,Jun-2020,Fully Paid,home_improvement,Home improvement,18.57,Jun-1988,9,0,3324,18.1,19,w,Joint App,5.0,0.0,"4520 Main St
San Jose, NV 93179"
40000, 36 months,7.57,1245.54,B,B5,IT Manager,8 years,MORTGAGE,93320,Source Verified,Jan-2019,Charged Off,debt_consolidation,Debt consolidation,48.12,Nov-2009,12,1,18766,31.7,27,w,Individual,0.0,0.0,"3413 Oak Ave
New York, NV 36835"
4429, 36 months,14.99,153.51,C,C3,General Manager,5 years,MORTGAGE,44804,Verified,Feb-2017,Fully Paid,credit_card,Credit card refinancing,28.13,Feb-1988,9,1,6439,16.7,20,w,Individual,1.0,0.0,"297 Lake Rd
Indianapolis, FL 53877"
13103, 36 months,19.69,484.89,D,D2,Warehouse Manager,7 years,RENT,70704,Not Verified,Nov-2016,Fully Paid,debt_consolidation,Debt consolidation,7.16,Sep-1995,8,1,69020,31.5,13,w,Individual,3.0,0.0,"9230 Elm St
San Diego, MN 80177"
19620, 36 months,10.03,633.36,B,B5,Marketing Manager,10+ years,RENT,27859,Source Verified,Jul-2019,Fully Paid,other,Other,18.32,Oct-1987,15,1,6918,22.8,31,w,Individual,5.0,0.0,"5482 Park Rd
Milwaukee, IL 93206"
14383, 60 months,6.51,281.49,A,A4,Physician,5 years,MORTGAGE,62888,Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,29.16,Sep-2001,13,0,13996,17.2,24,w,Individual,2.0,0.0,"8111 Lake Rd
Nashville, CO 49270"
12483, 36 months,20.46,466.84,E,E2,Electrician,10+ years,MORTGAGE,37472,Source Verified,Jul-2017,Charged Off,debt_consolidation,Debt consolidation,12.47,Nov-1980,9,0,5062,20.7,25,w,Individual,4.0,1.0,"3714 Lake Rd
Columbus, VA 63686"
6127, 60 months,13.31,140.38,C,C2,,10+ years,MORTGAGE,42780,Source Verified,Jul-2017,Fully Paid,other,Other,12.3,Mar-1988,6,1,12687,65.9,16,w,Individual,0.0,0.0,"5722 Cedar Ln
Charlotte, WA 44812"
15362, 36 months,15.77,538.34,C,C3,Physician,10+ years,MORTGAGE,86824,Not Verified,Jun-2016,Charged Off,other,Other,35.06,Jul-2004,10,0,10668,64.1,24,w,Individual,10.0,0.0,"1162 Lake Rd
Phoenix, MA 15616"
8484, 60 months,5.73,162.96,A,A2,Physician,6 years,MORTGAGE,19053,Verified,May-2017,Charged Off,credit_card,Credit card refinancing,10.57,Mar-1995,12,0,2321,33.3,27,w,Individual,6.0,1.0,"5948 Lake Rd
San Diego, NJ 58929"
3590, 36 months,18.54,130.76,D,D2,Operations Manager,< 1 year,RENT,29465,Not Verified,Mar-2015,Charged Off,debt_consolidation,Debt consolidation,21.47,Nov-2004,13,0,12258,21.6,30,w,Individual,0.0,0.0,"5350 Cedar Ln
Seattle, NV 26310"
27357, 36 months,11.83,906.42,C,C1,Warehouse Manager,10+ years,RENT,95908,Source Verified,Aug-2020,Charged Off,credit_card,Credit card refinancing,15.69,Jul-2007,9,0,1699,36.7,22,f,Individual,0.0,1.0,"1848 Cedar Ln
Charlotte, FL 14911"
23742, 36 months,19.23,873.05,E,E3,Program Manager,10+ years,RENT,54071,Not Verified,Nov-2016,Fully Paid,credit_card,Credit card refinancing,22.51,Jun-1981,11,0,30879,19.0,23,f,Joint App,5.0,0.0,"3044 Pine St
Columbus, AZ 34760"
13780, 36 months,24.77,546.22,F,F2,Assistant Manager,9 years,RENT,37140,Not Verified,May-2016,Fully Paid,debt_consolidation,Debt consolidation,12.69,Jul-2004,9,0,49413,70.2,23,w,Individual,1.0,0.0,"1832 Maple Dr
Baltimore, MN 97723"
15328, 36 months,22.99,593.26,F,F2,Vice President,7 years,OWN,80243,Not Verified,Feb-2019,Charged Off,credit_card,Credit card refinancing,12.19,Jul-1983,10,0,4345,31.2,24,w,Joint App,0.0,1.0,"4147 River Rd
San Antonio, KY 83428"
25453, 36 months,19.43,938.55,E,E1,Physician,8 years,RENT,29150,Not Verified,Jun-2015,Charged Off,major_purchase,Major purchase,27.11,Jul-1983,9,0,27994,27.6,20,w,Individual,1.0,0.0,"9555 Elm St
Washington, NC 81678"
15284, 36 months,8.88,485.17,A,A1,Warehouse Manager,9 years,OWN,28545,Verified,Mar-2019,Fully Paid,credit_card,Credit card refinancing,33.66,Apr-1984,18,0,8731,51.0,32,w,Individual,,0.0,"3036 Lake Rd
El Paso, NY 10160"
22980, 60 months,21.81,632.2,E,E4,Warehouse Manager,10+ years,RENT,52302,Not Verified,Nov-2017,Fully Paid,debt_consolidation,Debt consolidation,15.18,Nov-2001,15,3,20184,43.5,28,w,Individual,0.0,1.0,"2374 Oak Ave
Jacksonville, NY 27743"
11175, 36 months,7.15,345.82,A,A3,Driver,1 year,RENT,54721,Source Verified,Dec-2020,Fully Paid,medical,Medical expenses,20.01,Mar-2005,14,0,13547,57.5,24,f,Individual,3.0,0.0,"1709 Park Rd
Baltimore, NC 74279"
29354, 60 months,22.03,811.23,E,E1,Project Manager,< 1 year,RENT,36946,Not Verified,Jul-2015,Charged Off,other,Other,24.08,Sep-1987,13,0,5723,44.5,19,f,Individual,3.0,0.0,"3746 Park Rd
Denver, NY 38048"
16195, 36 months,8.47,511.01,B,B2,Program Manager,10+ years,RENT,50438,Verified,Jul-2015,Fully Paid,credit_card,Credit card refinancing,17.97,Aug-1984,10,0,2227,64.0,29,f,Individual,5.0,0.0,"7254 Elm St
Indianapolis, WI 11084"
15009, 36 months,12.65,503.19,C,C1,Nurse,6 years,RENT,142427,Not Verified,Mar-2016,Fully Paid,debt_consolidation,Debt consolidation,22.47,Dec-1992,15,0,53565,34.9,24,w,Individual,0.0,0.0,"8940 River Rd
Nashville, CT 44610"
6235, 36 months,7.42,193.72,A,A5,Mechanic,9 years,RENT,58482,Not Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,35.65,Dec-2002,16,0,52699,16.8,21,w,Individual,,0.0,"5515 Hill Ave
Philadelphia, CT 28705"
15869, 36 months,15.37,552.98,D,D4,Marketing Manager,10+ years,MORTGAGE,28351,Verified,Jul-2015,Charged Off,other,Other,9.1,Jul-1999,9,0,9435,72.6,22,f,Individual,,0.0,"4818 Lake Rd
Indianapolis, OH 73780"
8109, 36 months,5.32,244.2,A,A4,Team Lead,10+ years,RENT,60829,Verified,Apr-2016,Fully Paid,home_improvement,Home improvement,25.82,Oct-2009,9,0,5171,27.9,21,f,Individual,,0.0,"3626 River Rd
Chicago, OR 65010"
9109, 36 months,10.05,294.14,B,B3,Cashier,9 years,OWN,15099,Source Verified,Sep-2019,Fully Paid,major_purchase,Major purchase,43.1,Jan-1994,11,0,14777,27.4,24,f,Individual,0.0,2.0,"2256 River Rd
Louisville, WI 37332"
8190, 36 months,17.83,295.39,D,D4,Accountant,6 years,MORTGAGE,170723,Source Verified,Dec-2019,Fully Paid,home_improvement,Home improvement,26.61,Sep-1998,11,0,7059,18.3,25,w,Individual,2.0,0.0,"811 Park Rd
Charlotte, NV 65341"
7046, 36 months,17.21,251.95,D,D3,IT Manager,8 years,OWN,27686,Not Verified,Apr-2019,Fully Paid,debt_consolidation,Debt consolidation,9.42,Jul-1994,9,0,2214,38.5,23,w,Individual,1.0,0.0,"1933 River Rd
Houston, IL 27605"
40000, 36 months,5.68,1211.09,A,A5,Office Manager,10+ years,RENT,68470,Not Verified,May-2016,Charged Off,credit_card,Credit card refinancing,34.61,Aug-1988,7,0,22202,52.4,17,w,Individual,1.0,0.0,"7335 Maple Dr
Washington, GA 76730"
29697, 36 months,9.25,947.82,B,B2,Program Manager,10+ years,RENT,66530,Source Verified,Nov-2017,Fully Paid,debt_consolidation,Debt consolidation,16.32,Feb-1993,11,0,10149,19.2,24,f,Individual,1.0,,"9395 Maple Dr
Austin, MA 23428"
40000, 36 months,6.68,1229.24,A,A5,Teacher,2 years,OWN,36045,Verified,Apr-2020,Fully Paid,medical,Medical expenses,21.54,Aug-1990,15,0,6805,38.6,25,w,Individual,2.0,,"1534 Cedar Ln
Las Vegas, PA 44510"
6414, 36 months,15.16,222.85,C,C3,Branch Manager,4 years,MORTGAGE,139331,Not Verified,Sep-2016,Fully Paid,debt_consolidation,Debt consolidation,26.27,Jan-1991,9,0,4740,41.0,22,w,Individual,0.0,0.0,"1480 Oak Ave
Columbus, MN 93068"
13943, 36 months,26.82,567.88,F,F3,Operations Manager,5 years,OWN,228080,Source Verified,Apr-2017,Fully Paid,credit_card,Credit card refinancing,31.76,Jul-1997,15,0,11053,43.6,34,w,Individual,5.0,0.0,"3163 Elm St
Los Angeles, OR 43969"
6148, 36 months,14.14,210.54,C,C3,Consultant,10+ years,RENT,36817,Source Verified,Feb-2015,Fully Paid,credit_card,Credit card refinancing,11.38,Nov-2005,9,0,9814,61.5,24,f,Joint App,2.0,0.0,"6515 Maple Dr
Washington, TX 98661"
8800, 36 months,7.64,274.3,B,B2,Engineer,5 years,RENT,95063,Source Verified,May-2018,Fully Paid,home_improvement,Home improvement,16.93,Jul-1998,16,0,18699,40.2,30,w,Individual,0.0,0.0,"851 Main St
El Paso, NC 45466"
7701, 60 months,11.85,170.72,B,B3,,3 years,OWN,31509,Not Verified,Sep-2019,Charged Off,home_improvement,Home improvement,18.71,Dec-2011,12,0,15226,32.4,27,f,Joint App,1.0,0.0,"4219 Park Rd
Fort Worth, NC 69413"
28106, 60 months,25.53,833.7,F,F5,Accountant,< 1 year,MORTGAGE,141335,Not Verified,Feb-2016,Charged Off,home_improvement,Home improvement,11.13,Aug-2008,15,0,24772,65.8,22,w,Individual,7.0,0.0,"3632 Pine St
Dallas, MI 25212"
10532, 36 months,9.7,338.36,B,B2,Office Manager,10+ years,MORTGAGE,136234,Verified,Nov-2020,Fully Paid,credit_card,Credit card refinancing,23.42,Sep-2000,11,0,901,75.0,25,w,Individual,0.0,1.0,"4212 Park Rd
Memphis, PA 79319"
25362, 36 months,13.72,863.37,C,C5,Sales,5 years,RENT,115394,Verified,Jan-2018,Charged Off,credit_card,Credit card refinancing,14.65,Mar-1980,16,0,12134,46.1,27,f,Individual,,0.0,"9331 Pine St
Denver, TX 85892"
19196, 36 months,12.69,643.93,B,B2,Vice President,4 years,RENT,20400,Verified,Jul-2016,Charged Off,debt_consolidation,Debt consolidation,17.09,Jan-1987,9,0,27145,69.0,23,w,Joint App,3.0,0.0,"4243 Elm St
Philadelphia, SC 40135"
40000, 36 months,19.91,1484.71,D,D3,Mechanic,7 years,MORTGAGE,42080,Not Verified,Sep-2019,Fully Paid,credit_card,Credit card refinancing,13.19,Jan-1982,11,0,18251,24.9,25,w,Individual,0.0,0.0,"222 Main St
Charlotte, CO 87591"
5499, 60 months,19.84,145.2,E,E2,Assistant Manager,2 years,OTHER,42466,Source Verified,Mar-2016,Charged Off,home_improvement,Home improvement,21.36,Jan-1998,6,0,47580,40.9,23,w,Individual,2.0,2.0,"2561 Elm St
Milwaukee, CT 51548"
28439, 60 months,13.86,659.66,B,B1,Supervisor,5 years,OWN,40646,Verified,Sep-2020,Fully Paid,other,Other,12.63,Aug-2002,11,3,4108,43.1,22,f,Individual,1.0,2.0,"7332 Pine St
El Paso, TN 37710"
26578, 36 months,14.73,917.82,C,C5,Mechanic,10+ years,RENT,141995,Source Verified,Apr-2016,Fully Paid,debt_consolidation,Debt consolidation,16.16,Jul-1984,14,0,16258,39.3,29,w,Joint App,1.0,0.0,"4015 Maple Dr
Philadelphia, MA 12832"
7450, 36 months,17.81,268.63,C,C1,,10+ years,RENT,18449,Source Verified,Mar-2018,Fully Paid,home_improvement,Home improvement,16.53,May-1985,8,1,3287,82.0,18,f,Individual,4.0,0.0,"8433 Main St
Louisville, CO 85411"
24447, 60 months,8.52,501.8,B,B1,Consultant,10+ years,RENT,77135,Verified,Apr-2016,Charged Off,debt_consolidation,Debt consolidation,12.92,Jan-2009,10,0,110373,58.3,27,f,Individual,3.0,0.0,"8411 Lake Rd
Milwaukee, MO 63970"
16345, 60 months,9.74,345.2,B,B3,Attorney,6 years,MORTGAGE,97122,Verified,Mar-2016,Fully Paid,credit_card,Credit card refinancing,7.24,May-2009,9,1,5662,22.8,24,w,Individual,,0.0,"5336 Lake Rd
Houston, NY 85383"
11655, 36 months,10.78,380.36,C,C3,Supervisor,5 years,MORTGAGE,37928,Verified,Jul-2020,Fully Paid,credit_card,Credit card refinancing,22.39,Aug-1993,15,0,6896,25.7,27,f,Individual,1.0,0.0,"9956 Park Rd
San Antonio, MO 15885"
8148, 36 months,6.73,250.58,A,A1,Physician,10+ years,RENT,83131,Source Verified,Mar-2017,Fully Paid,debt_consolidation,Debt consolidation,16.23,Sep-2005,10,0,21702,44.9,18,w,Individual,1.0,1.0,"6197 Park Rd
Los Angeles, CA 64839"
8677, 36 months,18.77,317.06,D,D2,Driver,2 years,MORTGAGE,79784,Source Verified,Mar-2017,Fully Paid,debt_consolidation,Debt consolidation,14.05,Jul-2005,12,0,4005,58.1,21,w,Individual,1.0,0.0,"814 River Rd
Los Angeles, CT 74919"
40000, 36 months,9.78,1286.56,A,A3,Office Manager,10+ years,MORTGAGE,50180,Source Verified,Dec-2017,Fully Paid,debt_consolidation,Debt consolidation,16.21,Jun-1990,12,1,2034,62.6,24,w,Individual,1.0,0.0,"1082 Pine St
San Antonio, CO 62708"
13365, 60 months,5.95,258.07,A,A5,Electrician,10+ years,MORTGAGE,121347,Source Verified,Nov-2020,Fully Paid,house,Home buying,24.0,Oct-2004,14,1,67287,51.2,24,w,Individual,1.0,0.0,"2402 Maple Dr
San Francisco, AL 44095"
21360, 60 months,11.05,464.95,B,B1,Administrative Assistant,4 years,MORTGAGE,42064,Source Verified,Apr-2017,Fully Paid,debt_consolidation,Debt consolidation,43.38,Feb-2001,11,0,42447,40.4,23,w,Individual,1.0,1.0,"7048 Lake Rd
Milwaukee, MA 96412"
8312, 36 months,6.57,255.02,A,A5,RN,3 years,RENT,121538,Source Verified,Jan-2019,Fully Paid,home_improvement,Home improvement,7.59,Jun-1994,12,0,17635,4.3,29,w,Individual,2.0,0.0,"5518 Cedar Ln
Fort Worth, VA 89536"
8367, 60 months,15.09,199.45,C,C5,Registered Nurse,7 years,MORTGAGE,65232,Not Verified,Aug-2019,Fully Paid,debt_consolidation,Debt consolidation,19.92,Nov-2004,8,0,6240,36.6,19,w,Individual,0.0,0.0,"9136 Pine St
Houston, IN 92142"
25570, 36 months,10.32,828.92,B,B5,,3 years,MORTGAGE,48895,Source Verified,Apr-2018,Fully Paid,other,Other,13.3,Jan-1983,7,0,28235,47.2,22,w,Individual,0.0,0.0,"2814 Hill Ave
Oklahoma City, MI 10471"
5944, 36 months,17.11,212.25,D,D1,Team Lead,10+ years,RENT,51767,Verified,Oct-2016,Fully Paid,medical,Medical expenses,31.3,Mar-1993,12,1,1561,17.1,23,w,Individual,0.0,1.0,"7677 Main St
San Diego, MI 84667"
10413, 36 months,21.9,397.14,F,F4,,3 years,OTHER,24280,Not Verified,Jun-2015,Fully Paid,credit_card,Credit card refinancing,9.1,Jun-1994,10,0,1613,24.0,24,f,Individual,0.0,0.0,"4592 Pine St
Nashville, OH 32767"
13635, 36 months,17.95,492.6,D,D3,Driver,4 years,RENT,47317,Verified,Jul-2020,Charged Off,home_improvement,Home improvement,17.18,Jun-1985,15,0,2378,40.5,27,w,Individual,0.0,0.0,"3708 Elm St
El Paso, MI 32692"
14282, 36 months,9.21,455.56,A,A5,Warehouse Manager,10+ years,RENT,28871,Verified,Apr-2017,Fully Paid,home_improvement,Home improvement,15.33,May-2003,11,0,6460,54.5,23,f,Individual,1.0,0.0,"6302 Maple Dr
Nashville, KY 76277"
11998, 36 months,22.62,462.07,F,F1,Marketing Manager,3 years,MORTGAGE,71117,Not Verified,May-2020,Charged Off,home_improvement,Home improvement,9.94,Nov-2000,17,1,16068,26.4,34,f,Individual,0.0,0.0,"6868 Hill Ave
San Jose, OR 80330"
16940, 60 months,11.89,375.88,B,B4,RN,10+ years,RENT,107510,Not Verified,Sep-2018,Fully Paid,debt_consolidation,Debt consolidation,12.27,Apr-1996,13,0,4814,38.6,26,w,Individual,9.0,0.0,"1165 Maple Dr
San Jose, AL 46466"
20246, 60 months,14.14,472.56,C,C1,Account Manager,3 years,MORTGAGE,80582,Source Verified,Aug-2017,Fully Paid,major_purchase,Major purchase,14.33,Nov-2008,12,1,5934,54.5,29,w,Individual,4.0,0.0,"6830 Park Rd
Austin, FL 90434"
20759, 36 months,7.4,644.78,B,B3,Technician,10+ years,OWN,37666,Verified,Jan-2015,Fully Paid,home_improvement,Home improvement,17.6,Nov-2001,12,0,5854,36.1,24,w,Individual,1.0,0.0,"7727 Maple Dr
Indianapolis, OH 76734"
7394, 36 months,10.0,238.58,B,B1,Director,4 years,OWN,50388,Source Verified,Feb-2015,Fully Paid,debt_consolidation,Debt consolidation,5.61,Aug-1999,12,0,21292,1.1,29,w,Individual,0.0,0.0,"5237 Oak Ave
Memphis, TN 69551"
11265, 36 months,20.6,422.1,E,E2,Server,3 years,RENT,71670,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.48,Sep-2005,11,0,8336,84.4,21,f,Individual,1.0,0.0,"6103 Oak Ave
Las Vegas, AL 45339"
27360, 60 months,11.17,597.19,B,B2,Accountant,6 years,MORTGAGE,74173,Not Verified,Mar-2016,Charged Off,other,Other,23.19,Dec-1993,8,0,6319,51.7,22,w,Individual,0.0,0.0,"8287 Pine St
Denver, MN 51930"
22851, 36 months,14.84,790.35,C,C5,Office Manager,5 years,MORTGAGE,173535,Not Verified,Jul-2020,Fully Paid,home_improvement,Home improvement,29.87,Jun-2006,11,1,1643,62.2,20,f,Individual,0.0,1.0,"6434 Maple Dr
El Paso, OR 55954"
5862, 36 months,10.71,191.11,B,B1,Attorney,3 years,RENT,89784,Verified,Sep-2016,Fully Paid,debt_consolidation,Debt consolidation,18.96,Sep-1985,12,0,5468,60.3,21,w,Individual,1.0,0.0,"9378 Maple Dr
Milwaukee, MD 24665"
16496, 36 months,18.55,600.93,D,D1,Mechanic,4 years,MORTGAGE,65921,Not Verified,Jan-2016,Fully Paid,home_improvement,Home improvement,21.03,Nov-1981,13,0,6534,37.2,25,f,Individual,1.0,0.0,"6791 Maple Dr
Las Vegas, AZ 41081"
4076, 36 months,16.15,143.6,D,D5,Nurse,,RENT,64070,Source Verified,Sep-2020,Fully Paid,credit_card,Credit card refinancing,9.31,Mar-2005,8,0,1092,17.4,28,w,Joint App,2.0,0.0,"306 Main St
Las Vegas, NV 53076"
13741, 36 months,10.23,444.87,B,B5,Financial Analyst,,RENT,47753,Not Verified,Nov-2015,Fully Paid,home_improvement,Home improvement,14.12,Oct-2002,14,0,6743,26.5,25,w,Individual,1.0,0.0,"3846 Park Rd
Charlotte, AL 80469"
40000, 60 months,17.28,1000.14,D,D4,General Manager,10+ years,RENT,59880,Source Verified,Feb-2016,Charged Off,other,Other,9.4,Feb-1992,11,3,8060,37.3,15,w,Joint App,8.0,0.0,"5257 Elm St
Philadelphia, MD 69464"
